state,year,mort_count,mort_rate,inc_count,inc_rate
Connecticut,2014,66.17676490139111,3.5971541291879703,289.4532016909749,15.73373647413
Maryland,2014,128.29346962545813,4.150146335768158,489.4399138245825,15.832818855609998
West Virginia,2014,63.16391815512498,6.857549979173837,225.820754469136,24.51679939017
North Dakota,2014,13.452092934513583,3.8136283533462207,53.17759241040842,15.07568934932
Rhode Island,2014,20.025497362484707,3.651673615792919,74.93747752754425,13.6649394803
Nebraska,1999,34.24858014466389,3.998493746083371,153.82638972399832,17.95910530293
Missouri,2014,153.4185753296405,4.968707962795175,585.6883354181442,18.9684612157
Virginia,1999,151.6973049963776,4.22713454800888,700.9187203952708,19.53151203575
Colorado,2003,65.95626775896582,2.9100088297425266,307.9819501710901,13.58824907549
Texas,2014,622.5967577234533,4.549147618109359,2619.142542982194,19.13737248562
Vermont,2014,12.682616064674448,3.9183028025794338,49.07394881883222,15.16142964589
Florida,2003,426.426438002024,4.975940673653475,1749.5100031325876,20.41491147767
Minnesota,2003,74.38892928454152,2.97155971050516,340.5485342038437,13.60364120635
Pennsylvania,2003,306.1671663951273,4.833000773374254,1216.9195537508504,19.20967951482
Alabama,2003,130.15393849311445,5.557270441668842,522.5885954189456,22.3133175077
Georgia,2003,191.73317119547383,4.315010553750884,739.5748681951378,16.644346628450002
New York,1999,488.7062473733478,4.989156083943082,2216.262489113984,22.625615163720003
Wyoming,1999,9.07081579612115,3.752544697090418,40.98203629021376,16.95403439044
Mississippi,2003,88.06576042545257,5.91654824559671,340.26968200712145,22.86043952136
Louisiana,1999,120.38993630564524,5.243397520588778,389.46598584844776,16.96258879452
Indiana,2003,146.1443538610744,4.7019108756380605,598.8568428339797,19.26705635818
Nevada,2003,46.216098672541854,4.162372507303105,198.813964178792,17.90583373185
Tennessee,2003,152.01792942500245,5.051141951862455,630.9627244966941,20.96517364643
Maine,2003,28.794771289851028,4.3978303437380255,115.80453200476524,17.686845978610002
North Carolina,2003,181.8250236686552,4.179935265116097,760.7187231778603,17.4879945218
Arizona,2014,128.99961635950783,3.789834112027648,524.8604626417774,15.41968993016
Washington,2003,95.14692058710902,3.0899513613993173,509.9119520681916,16.55968601784
New Jersey,2014,221.1045283215713,4.819016642853264,574.2862765444602,12.51668224725
Oklahoma,1999,88.19646153409853,5.071329913642339,382.9637388116507,22.02055990335
Kansas,2014,63.14303597494691,4.338750973087231,237.9341627443126,16.349183472059998
Arkansas,2014,92.84582753647184,6.166689588183756,343.47383026003195,22.81304985995
New Mexico,2014,44.25861010543768,4.170618431789939,248.8024567976248,23.44538406702
Wisconsin,2014,104.96622341498431,3.609570448000624,403.0614646521786,13.8604467628
Michigan,1999,207.50037957026845,4.140775054535711,849.5490878391412,16.953181858329998
Kentucky,2014,124.84121210088315,5.5672067609974665,406.85389113604776,18.14336544281
Indiana,2004,141.4662098287952,4.519904721092357,579.1842215747886,18.5051787324
Alabama,2004,132.9783985294559,5.6396996508494,521.8411120971928,22.13161814429
North Carolina,2004,180.80043562751243,4.079603016533396,741.0860433049096,16.72195560416
Delaware,2014,25.104082953508566,5.148180559094394,97.55032403615326,20.0049801726
Washington,2004,94.58875837210677,3.032723959684887,495.43234509352806,15.88465235432
Maine,2004,29.014535519188303,4.409319738659558,114.80683935548336,17.447119309159998
Colorado,2004,62.97895703884082,2.735001065407056,296.4258902887666,12.87295255229
Pennsylvania,2004,307.72783930884464,4.841878858219682,1213.8795925742609,19.099532719920003
Oregon,1999,62.01607111326688,3.6598471559509935,290.7927367635629,17.16098668475
Minnesota,2004,75.140177523257,2.9771259492121724,332.90498143134954,13.19001486966
Florida,2004,418.34773228638,4.7994052958209785,1730.0929324285817,19.84812284455
Tennessee,2004,147.81628618281607,4.856209593617105,607.5375021617251,19.95943425903
Mississippi,2004,86.36206920038177,5.775608837342508,331.57966917540847,22.17494885548
Ohio,2014,289.9796714238409,4.898090772098167,1077.0335790061754,18.19233813414
Georgia,2004,190.45236369800955,4.205991554423845,712.7056295142903,15.73954662637
Nevada,2004,47.02580671969231,4.102821739233093,198.5050776386153,17.31880864348
Maryland,2015,129.0656068494812,4.152032805973891,496.1824223892144,15.962158671049998
Massachusetts,2014,112.62118838603004,3.249666328061433,463.72709845498736,13.38077105076
Connecticut,2015,64.89989073504476,3.5247293638933463,284.58685365214615,15.4559834891
Rhode Island,2015,20.7847565986476,3.771637116488119,77.74469422704567,14.10768381939
Missouri,2015,154.6930795590544,4.993079501389619,593.5283515854152,19.1575101759
Massachusetts,2015,112.9751925748504,3.235360124473325,466.8687923333411,13.37009160728
Alaska,2015,10.496112611513476,3.018942017751232,50.07580196214218,14.40304122216
Hawaii,2015,26.8194798149076,3.797057884873844,132.29228082969394,18.72972374926
Texas,2015,636.5063382056237,4.581946822141034,2705.3944842349483,19.47501998899
Utah,2015,37.21500848685224,2.4670070394373127,238.96144304726008,15.84090898057
New Hampshire,2015,29.90459121687151,4.349554880065598,124.26019603024704,18.07336332142
Iowa,2015,65.04491292483631,4.141432303160738,279.2075117967569,17.77723970476
West Virginia,2015,63.9128482910554,6.954726690668371,222.97199805050832,24.26287276466
North Dakota,2015,13.44419183534836,3.755875236738211,54.34049448377482,15.18098819797
Florida,2005,439.1411417897036,4.950926203120054,1802.259635337188,20.31887610678
Alabama,2005,134.93968226959362,5.682910427177737,506.1215109448608,21.31502878612
Mississippi,2005,91.4330485637187,6.088141398139927,332.9445301425202,22.16937320899
Delaware,2015,25.4000663394972,5.157707535965423,100.41362694637188,20.38987274649
Georgia,2005,185.42693476304743,4.019177797027908,679.332270433414,14.72470642746
Nevada,2005,49.9418491393658,4.2283207009051615,205.0366100180109,17.3594001328
Tennessee,2005,153.8305098191165,4.995302678108183,613.2909917972506,19.91525697591
Colorado,2005,65.42015433314306,2.7984205032647016,286.9455661492851,12.27441854606
South Carolina,2015,131.8795918280804,5.229777801249902,477.3167907606653,18.92833244235
North Carolina,2005,190.9647241574125,4.228909216065487,773.6408565650631,17.132258131380002
Indiana,2005,140.617990919889,4.460141944375111,568.1438759880476,18.02047031931
Washington,2005,98.04965451369894,3.103290242160196,497.9295906097992,15.75956638996
South Carolina,2014,129.3622427157393,5.181511841932362,471.3931563341903,18.88131475208
Pennsylvania,2005,308.55474368693376,4.83741649288774,1199.5714881203703,18.80647444175
Maine,2005,28.64724056219932,4.329093420545618,112.0176372625461,16.92780201309
Minnesota,2005,75.81877770806558,2.9788382478376016,331.57841642938763,13.027359433569998
Montana,2014,20.392362418340458,4.00250858917525,77.2464830319639,15.16154457616
Montana,2015,20.596924714374985,4.0001011080554685,79.90855468445491,15.51893316934
Idaho,2015,28.260657387274524,3.306242567718277,110.5042875227211,12.928007098919998
Vermont,2015,13.157260306161248,4.06036131740926,49.75959678473003,15.35592800121
North Carolina,2006,187.2657086933868,4.070459845499032,745.7996968054227,16.210910902010003
Maine,2006,28.57969863756096,4.292749160339997,111.84586619456633,16.799556016420002
Arizona,2015,133.8260623231055,3.879916039530042,545.8730581681522,15.826077500660002
Alabama,2006,136.03841091754782,5.686737220767338,501.378793837359,20.95885588039
Iowa,2016,61.91996067564512,3.924267978157431,272.2420167072039,17.2537355776
